ID	AlternateID	Annotation
gene_10709		product_name=putative C6 transcription factor
gene_10713		product_name=putative DNA-directed RNA polymerase III subunit Rpc34
gene_10715		product_name=nicotinate phosphoribosyltransferase
gene_10716		product_name=putative C6 transcription factor
gene_10717		product_name=putative TOM core complex subunit Tom6
gene_10722		product_name=hypothetical protein
gene_10725		product_name=hypothetical protein
gene_10727		product_name=Afadin- and alpha -actinin-Binding-domain containing protein
gene_10731		product_name=putative vacuolar ATP synthase subunit G
gene_10735		product_name=putative AIF-like mitochondrial oxidoreductase
gene_10737		product_name=putative membrane associated DnaJ chaperone
gene_13856		product_name=hypothetical protein
gene_10738		product_name=INO80 complex%2C subunit Ies4
gene_10739		product_name=hypothetical protein
gene_10740		product_name=SPRY domain-containing protein
gene_10743		product_name=Ribosomal protein L23/L15e core domain-containing protein
gene_10745		product_name=putative cyclophilin-type peptidyl-prolyl cis-trans isomerase
gene_10746		product_name=UDP-N-acetylglucosamine pyrophosphorylase
gene_10747		product_name=putative zinc knuckle nucleic acid binding protein
gene_10749		product_name=hypothetical protein
gene_10753		product_name=putative camp-dependent protein kinase pathway protein
gene_10754		product_name=transport protein particle complex subunit
gene_10758		product_name=hypothetical protein
gene_10759		product_name=adenine phosphoribosyl transferase
gene_10761		product_name=hypothetical protein
gene_10762		product_name=hypothetical protein
gene_10764		product_name=C2 domain protein
gene_10765		product_name=hypothetical protein
gene_10766		product_name=putative SNF2 family helicase/ATPase
gene_10767		product_name=hypothetical protein
gene_10771		product_name=glycine-rich protein
gene_10773		product_name=putative mRNA processing protein
gene_10776		product_name=hypothetical protein
gene_10778		product_name=putative ras family GTPase
gene_10780		product_name=D-lactate dehydrogenase
gene_11489		product_name=hypothetical protein
gene_11479		product_name=hypothetical protein
gene_11478		product_name=hypothetical protein
gene_11477		product_name=putative dipeptidyl peptidase IV
gene_11476		product_name=AhpC/TSA antioxidant enzyme-domain containing protein
gene_11473		product_name=hypothetical protein
gene_11472		product_name=putative mao-B
gene_11470		product_name=putative amino acid aldolase
gene_11468		product_name=Alginate lyase 2
gene_11464		product_name=hypothetical protein
gene_11462		product_name=putative MFS peptide transporter
gene_11459		product_name=hypothetical protein
gene_11458		product_name=putative metal-dependent hydrolase
gene_11456		product_name=Fungal specific transcription factor domain-domain containing protein
gene_11454		product_name=hypothetical protein
gene_11452		product_name=putative benzoate 4-monooxygenase cytochrome P450
gene_11451		product_name=hypothetical protein
gene_11450		product_name=hypothetical protein
gene_11448		product_name=putative cytochrome P450 monooxygenase
gene_11446		product_name=Domain of unknown function (DUF1857)-domain containing protein
gene_11445		product_name=hypothetical protein
gene_11444		product_name=Cyclin-domain containing protein
gene_11442		product_name=putative vitamin H transporter
gene_11438		product_name=putative D-3-phosphoglycerate dehydrogenase
gene_11437		product_name=putative gluconolactonase precursor
gene_11435		product_name=hypothetical protein
gene_11433		product_name=hypothetical protein
gene_11432		product_name=hypothetical protein
gene_11431		product_name=hypothetical protein
gene_11430		product_name=putative C6 transcription factor
gene_11429		product_name=putative cysteine dioxygenase Cdo1
gene_11428		product_name=Beta-lactamase superfamily domain-domain containing protein
gene_11427		product_name=putative oxalate/formate antiporter
gene_11425		product_name=putative hexose carrier protein
gene_11424		product_name=hypothetical protein
gene_11422		product_name=hypothetical protein
gene_11421		product_name=hypothetical protein
gene_11417		product_name=xylitol dehydrogenase
gene_11416		product_name=putative xylulose kinase
gene_11415		product_name=hypothetical protein
gene_11414		product_name=Protein of unknown function (DUF3433)-domain containing protein
gene_11413		product_name=hypothetical protein
gene_11412		product_name=RmlC-like cupin domain-containing protein
gene_11410		product_name=glycosyl hydrolases family 32 superfamily
gene_11409		product_name=putative sugar transporter
gene_11407		product_name=putative C6 transcription factor
gene_11406		product_name=putative sorbitol/xylitol dehydrogenase
gene_11405		product_name=putative AhpC/TSA family thioredoxin peroxidase
gene_11404		product_name=hypothetical protein
gene_11403		product_name=putative mitochondrial chaperone ATPase
gene_11402		product_name=putative alkaline D-peptidase
gene_11399		product_name=DUF218 domain protein
gene_11395		product_name=putative aldo-keto reductase
gene_11392		product_name=hypothetical protein
gene_11387		product_name=Indoleamine 2%2C3-dioxygenase subfamily
gene_11378		product_name=Protein of unknown function (DUF1399)-domain containing protein
gene_11373		product_name=putative tRNA exportin
gene_11372		product_name=Probable D-xylulose kinase A
gene_11371		product_name=putative cation efflux family protein
gene_11368		product_name=hypothetical protein
gene_11365		product_name=Gtr1/RagA G protein conserved region-domain containing protein
gene_11364		product_name=fungal protein
gene_11363		product_name=UBA/TS-N domain protein
gene_11362		product_name=tRNA methyltransferase%2C subunit GCD14
gene_11361		product_name=cysteinyl-tRNA synthetase
gene_11359		product_name=hypothetical protein
gene_11357		product_name=hypothetical protein
gene_11356		product_name=hypothetical protein
gene_11355		product_name=hypothetical protein
gene_11351		product_name=putative DNA damage response protein Rtt109
gene_11349		product_name=High-temperature-induced dauer-formation protein-domain containing protein
gene_11348		product_name=Nuclear pore complex component-domain containing protein
gene_11345		product_name=putative mitochondrial ribosomal protein
gene_11342		product_name=putative cyanide hydratase
gene_11341		product_name=hypothetical protein
gene_11338		product_name=hypothetical protein
gene_11337		product_name=hypothetical protein
gene_11336		product_name=putative amino acid transporter
gene_11335		product_name=isoflavone reductase family protein
gene_11330		product_name=hypothetical protein
gene_11329		product_name=hypothetical protein
gene_11328		product_name=reductase with broad range of substrate specificity
gene_11327		product_name=hypothetical protein
gene_11325		product_name=hypothetical protein
gene_11324		product_name=hypothetical protein
gene_11321		product_name=phospholipase/Carboxylesterase superfamily
gene_11307		product_name=putative short chain dehydrogenase/ reductase
gene_11304		product_name=DUF1479 domain protein
gene_11299		product_name=Histidine phosphatase superfamily
gene_11298		product_name=hypothetical protein
gene_11296		product_name=phosphatidylinositol transfer protein
gene_11288		product_name=hypothetical protein
gene_11287		product_name=hypothetical protein
gene_11286		product_name=hypothetical protein
gene_11284		product_name=hypothetical protein
gene_11273		product_name=hypothetical protein
gene_11272		product_name=hypothetical protein
gene_11270		product_name=dehydrogenase with different specificitie
gene_11268		product_name=putative 3-methylcrotonyl-CoA carboxylase subunit alpha
gene_11267		product_name=hypothetical protein
gene_11266		product_name=putative isovaleryl-CoA dehydrogenase IvdA
gene_11263		product_name=putative triglyceride lipase-cholesterol esterase
gene_11262		product_name=Cytochrome c oxidase assembly protein PET191-domain containing protein
gene_11261		product_name=putative DEAD box helicase
gene_11260		product_name=putative transcription factor
gene_11258		product_name=putative RNA binding protein
gene_11257		product_name=Protein of unknown function (DUF3445)-domain containing protein
gene_11255		product_name=hypothetical protein
gene_11254		product_name=hypothetical protein
gene_11253		product_name=hypothetical protein
gene_11246		product_name=putative sister chromatid cohesion protein
gene_11243		product_name=putative NADH-ubiquinone oxidoreductase 9.5 kDa subunit
gene_11237		product_name=hypothetical protein
gene_11236		product_name=hypothetical protein
gene_11230		product_name=hypothetical protein
gene_11228		product_name=hypothetical protein
gene_11227		product_name=putative transcriptional regulator
gene_11224		product_name=hypothetical protein
gene_11221		product_name=putative L-kynurenine/alpha-aminoadipate aminotransferase
gene_11218		product_name=hypothetical protein
gene_11215		product_name=hypothetical protein
gene_11209		product_name=hypothetical protein
gene_11208		product_name=hypothetical protein
gene_11205		product_name=Isy1-like splicing factor
gene_11202		product_name=putative phosphoinositide 3-kinase
gene_11201		product_name=putative nuclear protein Qri2/Nse4
gene_11199		product_name=Ser/Thr protein phosphatase family
gene_11197		product_name=hypothetical protein
gene_11190		product_name=chaperonin complex component%2C TCP-1 delta subunit
gene_11185		product_name=ran GTPase activating protein 1
gene_11183		product_name=transcription elongation factor TFIIS/Cofactor of enhancer-binding protein
gene_11181		product_name=putative pectin methylesterase
gene_11178		product_name=metallo-beta-lactamase superfamily protein
gene_11176		product_name=hypothetical protein
gene_11175		product_name=putative complex I intermediate associated protein
gene_11173		product_name=t-SNARE
gene_11172		product_name=putative ankyrin repeat-containing protein
gene_11171		product_name=hypothetical protein
gene_11166		product_name=hypothetical protein
gene_11165		product_name=putative aliphatic nitrilase
gene_11164		product_name=putative MFS transporter
gene_11163		product_name=putative aliphatic nitrilase
gene_11160		product_name=hypothetical protein
gene_11153		product_name=hypothetical protein
gene_11146		product_name=hypothetical protein
gene_11145		product_name=putative monocarboxylate transporter
gene_11136		product_name=hypothetical protein
gene_11135		product_name=putative cytochrome P450
gene_11127		product_name=hypothetical protein
gene_11125		product_name=Protein of unknown function (DUF2855)-domain containing protein
gene_11120		product_name=hypothetical protein
gene_11119		product_name=putative ribosomal assembly complex component Ipi3
gene_11114		product_name=Serine hydrolase FSH
gene_11113		product_name=hypothetical protein
gene_11109		product_name=putative pyridoxamine phosphate oxidase
gene_11108		product_name=putative Lipoyltransferase
gene_11106		product_name=putative COP9 signalosome subunit 2
gene_11102		product_name=hypothetical protein
gene_11099		product_name=hypothetical protein
gene_11098		product_name=60S ribosomal protein L37
gene_11097		product_name=putative mRNA splicing protein
gene_11090		product_name=hypothetical protein
gene_11089		product_name=hypothetical protein
gene_11086		product_name=Phox homologous domain-containing protein
gene_11084		product_name=hypothetical protein
gene_11083		product_name=hypothetical protein
gene_11081		product_name=putative C2H2 zinc finger domain protein
gene_11079		product_name=putative unnamed protein product
gene_11073		product_name=Mss4-like protein
gene_11072		product_name=hypothetical protein
gene_11070		product_name=hypothetical protein
gene_11066		product_name=hypothetical protein
gene_11065		product_name=putative WSC domain protein
gene_11064		product_name=MYB DNA-binding domain protein
gene_11063		product_name=FAD binding domain protein
gene_11062		product_name=integral membrane protein
gene_13812		product_name=hypothetical protein
gene_11059		product_name=putative MFS multidrug transporter
gene_11050		product_name=putative TodF product hydratase
gene_11049		product_name=hypothetical protein
gene_11048		product_name=putative amino acid transporter
gene_11047		product_name=hypothetical protein
gene_11046		product_name=putative pantothenate transporter
gene_11045		product_name=hypothetical protein
gene_11040		product_name=putative cytochrome P450
gene_11038		product_name=hypothetical protein
gene_11037		product_name=putative thioredoxin reductase
gene_11029		product_name=Bulb-type lectin domain-containing protein
gene_11027		product_name=hypothetical protein
gene_11025		product_name=hypothetical protein
gene_11023		product_name=putative alcohol dehydrogenase
gene_11022		product_name=putative NRPS-like enzyme
gene_11021		product_name=hypothetical protein
gene_11020		product_name=putative cytochrome P450
gene_11017		product_name=molybdopterin synthase sulfur carrier subunit
gene_11016		product_name=putative molybdenum cofactor biosynthesis protein Gephyrin
gene_11012		product_name=hypothetical protein
gene_11011		product_name=Glycoside hydrolase superfamily
gene_11008		product_name=hypothetical protein
gene_11007		product_name=Kinetochore Sim4 complex subunit Fta2
gene_11005		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_11001		product_name=hypothetical protein
gene_10999		product_name=putative sensor histidine kinase/response regulator
gene_10998		product_name=extracellular developmental signal biosynthesis protein FluG
gene_10996		product_name=putative multidrug resistance-associated protein 2%2C 6%2C ABC-transporter
gene_10994		product_name=hypothetical protein
gene_10991		product_name=isocitrate/isopropylmalate dehydrogenase
gene_10988		product_name=putative class V chitinase
gene_10987		product_name=phosphatidylinositol:UDP-GlcNAc transferase PIG-C
gene_10986		product_name=hypothetical protein
gene_10982		product_name=hypothetical protein
gene_10981		product_name=putative phosphopantothenate-cysteine ligase
gene_10979		product_name=Alpha/Beta hydrolase fold
gene_10978		product_name=hypothetical protein
gene_10977		product_name=Cenp-O kinetochore centromere component-domain containing protein
gene_10971		product_name=hypothetical protein
gene_10970		product_name=putative MFS transporter
gene_10969		product_name=putative essential protein Yae1
gene_10968		product_name=hypothetical protein
gene_10965		product_name=Serine hydrolase FSH
gene_10962		product_name=putative FAD binding oxidoreductase
gene_10961		product_name=hypothetical protein
gene_10959		product_name=molybdopterin synthase large subunit CnxH
gene_10957		product_name=putative short-chain dehydrogenase/reductase family protein
gene_10956		product_name=Glycoside hydrolase superfamily
gene_10955		product_name=hypothetical protein
gene_10949		product_name=hypothetical protein
gene_10948		product_name=Domain of unknown function (DUF4419)-domain containing protein
gene_10947		product_name=hypothetical protein
gene_10946		product_name=putative nucleosome assembly protein
gene_10944		product_name=isoamyl alcohol oxidase
gene_10940		product_name=putative phytoene dehydrogenase
gene_10937		product_name=putative pyoverdine/dityrosine biosynthesis protein
gene_10933		product_name=Ankyrin repeat-containing domain protein
gene_10930		product_name=hypothetical protein
gene_10927		product_name=putative exo-beta-1%2C3-glucanase
gene_10924		product_name=hypothetical protein
gene_10923		product_name=putative MFS lactose permease
gene_10922		product_name=FAD dependent oxidoreductase-domain containing protein
gene_10921		product_name=Peptidase M50B-like-domain containing protein
gene_10920		product_name=enoyl-CoA hydratase/isomerase family protein
gene_10910		product_name=antibiotic biosynthesis monooxygenase
gene_10907		product_name=hypothetical protein
gene_10905		product_name=eukaryotic translation initiation factor eIF-1
gene_10903		product_name=hypothetical protein
gene_10899		product_name=cytochrome oxidase
gene_10895		product_name=putative 2-dehydropantoate 2-reductase
gene_10892		product_name=putative dsDNA-binding protein PDCD5
gene_10890		product_name=putative pre-mRNA splicing factor
gene_10888		product_name=hypothetical protein
gene_10887		product_name=putative DHHC zinc finger membrane protein
gene_10886		product_name=hypothetical protein
gene_10877		product_name=hypothetical protein
gene_10874		product_name=putative cytochrome c oxidase subunit VIa
gene_10873		product_name=putative DNA lyase
gene_10872		product_name=Mating-type protein MAT alpha 1-domain containing protein
gene_10868		product_name=DASH complex subunit Spc34
gene_10864		product_name=hypothetical protein
gene_10863		product_name=DNA repair protein rad2
gene_10861		product_name=putative glutaryl-CoA dehydrogenase
gene_10859		product_name=hypothetical protein
gene_10858		product_name=putative RNA processing protein Emg1
gene_10857		product_name=putative sister chromatid cohesion acetyltransferase Eco1
gene_10856		product_name=hypothetical protein
gene_10855		product_name=hypothetical protein
gene_10854		product_name=hypothetical protein
gene_10852		product_name=glycosyl transferase family protein
gene_10851		product_name=hypothetical protein
gene_10850		product_name=putative 20S cyclosome subunit
gene_10848		product_name=hypothetical protein
gene_10847		product_name=putative histone promoter control protein
gene_10846		product_name=mitogen-activated protein kinase
gene_10845		product_name=Transcription elongation factor spt6
gene_10844		product_name=putative oxysterol binding protein
gene_10843		product_name=Interferon-related developmental regulator (IFRD)-domain containing protein
gene_10840		product_name=nuclear localization sequence binding protein
gene_10839		product_name=hypothetical protein
gene_10838		product_name=CASC3/Barentsz eIF4AIII binding-domain containing protein
gene_10837		product_name=ZZ type zinc finger domain protein
gene_10834		product_name=hypothetical protein
gene_10832		product_name=putative ras small monomeric GTPase
gene_10830		product_name=putative mutarotase
gene_10829		product_name=quinolinate phosphoribosyl transferase
gene_10826		product_name=hypothetical protein
gene_10825		product_name=putative integral membrane protein
gene_10823		product_name=putative MFS monocarboxylate transporter
gene_10821		product_name=hypothetical protein
gene_10819		product_name=hypothetical protein
gene_10818		product_name=60s ribosomal protein L15/L27
gene_10816		product_name=extracellular protein SEL-1
gene_10815		product_name=putative TBP interacting domain protein
gene_10814		product_name=hypothetical protein
gene_10813		product_name=putative RSC complex subunit
gene_10809		product_name=putative oxysterol binding protein
gene_10806		product_name=pre-rRNA processing protein Utp22
gene_10805		product_name=putative cystathionine gamma-synthase
gene_10804		product_name=hypothetical protein
gene_10803		product_name=putative 60S ribosomal protein L20
gene_10802		product_name=hypothetical protein
gene_10795		product_name=hypothetical protein
gene_10794		product_name=putative dihydrolipoamide succinyltransferase
gene_10792		product_name=Histone-fold-containing protein
gene_10791		product_name=Histone H2B
gene_10790		product_name=putative autophagy cysteine endopeptidase Atg4
gene_10045		product_name=hypothetical protein
gene_10031		product_name=Histidine-specific methyltransferase%2C SAM-dependent-domain containing protein
gene_10034		product_name=oligopeptide transporter
gene_10035		product_name=iron/ascorbate family oxidoreductase
gene_10073		product_name=pantothenate transporter
gene_10095		product_name=1%2C3-beta-glucanosyltransferase gel3
gene_10109		product_name=hypothetical protein
gene_10108		product_name=cellulose-binding protein
gene_10143		product_name=Putative galacturan 1%2C4-alpha-galacturonidase A
gene_10148		product_name=hypothetical protein
gene_10157		product_name=Peptidase family M28-domain containing protein
gene_10162		product_name=oxidoreductase
gene_10179		product_name=sterol reductase/lamin B receptor
gene_10192		proteinId=1730715
gene_10200		product_name=expressed protein
gene_10228		product_name=hypothetical protein
gene_10236		product_name=expressed protein
gene_10242		product_name=expressed protein
gene_10248		product_name=expressed protein
gene_10256		product_name=hypothetical protein
gene_10257		product_name=velvet complex
gene_10265		product_name=hypothetical protein
gene_10264		product_name=hypothetical protein
gene_10274		product_name=quinone reductase
gene_10289		product_name=oxidoreductase FAD-binding protein
gene_10288		product_name=hypothetical protein
gene_10327		product_name=hypothetical protein
gene_10314		product_name=amino acid transporter
gene_10325		product_name=hypothetical protein
gene_10336		product_name=vitamin H transporter
gene_10339		product_name=Zn(II)2Cys6 transcription factor
gene_10361		product_name=hypothetical protein
gene_10373		product_name=NADH-ubiquinone oxidoreductase C3A11.07
gene_10371		product_name=glucosamine 6-phosphate synthetase
gene_10399		product_name=hypothetical protein
gene_10406		product_name=hypothetical protein
gene_10419		product_name=quinic acid utilization activator
gene_10437		product_name=hypothetical protein
gene_10447		product_name=Magnesium transporter
gene_10444		product_name=exoribonuclease R
gene_10468		product_name=vacuolar import and degradation protein
gene_10473		product_name=NADP-dependent oxidoreductase domain-containing protein
gene_10464		product_name=ribosomal RNA processing protein
gene_10475		product_name=transcription elongation factor TAT-SF1
gene_10485		product_name=hypothetical protein
gene_10491		product_name=thioesterase family protein
gene_10488		product_name=WD40 repeat protein
gene_10482		product_name=nuclear pore complex protein
gene_10535		product_name=hypothetical protein
gene_10552		product_name=chromodomain-helicase DNA-binding protein
gene_10577		product_name=hypothetical protein
gene_10588		product_name=Mitochondrial carrier domain-containing protein
gene_10600		product_name=Thioesterase-like superfamily-domain containing protein
gene_10603		product_name=Fungal specific transcription factor domain-domain containing protein
gene_10607		product_name=hsc70 cochaperone
gene_10616		product_name=NEFA-interacting nuclear protein NIP30
gene_10620		product_name=expressed protein
gene_10648		product_name=hypothetical protein
gene_10644		product_name=hypothetical protein
gene_10646		product_name=hypothetical protein
gene_10647		product_name=hypothetical protein
gene_10652		product_name=geranylgeranyl pyrophosphate synthase
gene_10653		product_name=CRAL/TRIO domain protein
gene_10680		product_name=FAD dependent oxidoreductase
gene_10684		product_name=FYVE zinc finger protein
gene_10694		product_name=Beta-lactamase/transpeptidase-like protein
gene_10683		product_name=Transient receptor potential (TRP) ion channel-domain containing protein
gene_10688		product_name=hypothetical protein
gene_10686		product_name=Zn(II)2Cys6 transcription factor
gene_10702		product_name=7-keto-8-aminopelargonate synthetase
gene_10707		product_name=hypothetical protein
gene_10721		product_name=Alpha/Beta hydrolase fold
gene_10714		product_name=Inhibitor of growth proteins N-terminal histone-binding-domain containing protein
gene_10732		product_name=Alpha/Beta hydrolase fold
gene_10742		product_name=Putative methyltransferase-domain containing protein
gene_10756		product_name=hypothetical protein
gene_10750		product_name=expressed protein
gene_10757		product_name=glycosyl hydrolase%2C family 47
gene_10763		product_name=hypothetical protein
gene_10784		product_name=WD domain protein
gene_10788		product_name=molecular chaperone
gene_10789		product_name=hypothetical protein
gene_10798		product_name=peptide chain release factor 1
gene_10862		product_name=hypothetical protein
gene_10841		product_name=IEC3 subunit of the Ino80 complex%2C chromatin re-modelling-domain containing protein
gene_10842		product_name=exoribonuclease complex%2C subunit Rrp4
gene_10808		product_name=ubiquitin carboxyl-terminal hydrolase
gene_10866		proteinId=1791737
gene_10881		product_name=hypothetical protein
gene_10885		product_name=histone-lysine N-methyltransferase
gene_10900		product_name=Centromere kinetochore component CENP-T-domain containing protein
gene_10891		product_name=guanine nucleotide exchange factor
gene_10917		product_name=hypothetical protein
gene_10929		product_name=C6 zinc finger domain protein
gene_10925		product_name=SUR7/PalI family-domain containing protein
gene_10911		product_name=cell division control protein 42
gene_10941		product_name=Includes: RecName: Full%3DLycopene beta-cyclase
gene_10960		product_name=protein SCO1
gene_10964		product_name=hypothetical protein
gene_10958		product_name=hypothetical protein
gene_10976		product_name=SAM dependent methyltransferase
gene_10980		product_name=hypothetical protein
gene_10984		product_name=DEAD/DEAH box RNA helicase
gene_10983		product_name=polysaccharide deacetylase
gene_10993		product_name=Zn(II)2Cys6 transcription factor
gene_10995		product_name=hypothetical protein
gene_11004		product_name=Pfs domain protein
gene_10985		product_name=pantothenate kinase pank
gene_11000		product_name=MFS transporter
gene_11015		product_name=molybdopterin synthase catalytic subunit
gene_11019		product_name=putative ferulate-5-hydroxylase
gene_11030		product_name=hypothetical protein
gene_11036		product_name=dimeric dihydrodiol dehydrogenase
gene_11056		product_name=Uncharacterized protein conserved in bacteria (DUF2236)-domain containing protein
gene_11075		product_name=DOPA-like domain-containing protein
gene_11074		product_name=vacuolar protein sorting-associated protein 62
gene_11076		product_name=hypothetical protein
gene_11082		product_name=WD repeat protein
gene_11085		product_name=kinase domain protein
gene_11121		product_name=hypothetical protein
gene_11101		product_name=General substrate transporter
gene_11105		product_name=expressed protein
gene_11117		product_name=hypothetical protein
gene_11104		product_name=Peptidase C65 Otubain-domain containing protein
gene_11126		product_name=ATP sulphurylase
gene_11128		product_name=Alpha/Beta hydrolase fold
gene_11133		product_name=hypothetical protein
gene_11134		product_name=salicylate hydroxylase
gene_11138		product_name=hypothetical protein
gene_11141		product_name=hypothetical protein
gene_11156		product_name=expressed protein
gene_11159		product_name=amine oxidase%2C flavin-containing superfamily
gene_11167		product_name=expressed protein
gene_11214		product_name=hypothetical protein
gene_11234		product_name=oxidoreductase
gene_11245		product_name=hypothetical protein
gene_11240		product_name=expressed protein
gene_11244		product_name=hypothetical protein
gene_11241		product_name=mitogen-activated protein kinase mpkC
gene_11271		product_name=C6 zinc finger domain protein
gene_11314		product_name=expressed protein
gene_11303		product_name=Protein of unknown function (DUF1620)-domain containing protein
gene_11306		product_name=Major facilitator superfamily domain-containing protein
gene_11319		product_name=phosphatidylethanolamine-binding protein
gene_11333		product_name=hypothetical protein
gene_11340		product_name=emopamil binding protein
gene_11332		product_name=hypothetical protein
gene_11374		product_name=hypothetical protein
gene_11391		product_name=hypothetical protein
gene_11390		product_name=hypothetical protein
gene_11394		product_name=gamma-cysteine synthetase regulatory subunit
gene_11418		product_name=hypothetical protein
gene_11420		product_name=FAD/FMN-containing dehydrogenase
gene_11434		product_name=hypothetical protein
gene_11480		product_name=putative short-chain dehydrogenases/reductase
gene_11469		product_name=expressed protein
gene_11182		product_name=hypothetical protein
gene_10682		product_name=Cys/Met metabolism PLP-dependent enzyme-domain containing protein
gene_11118		product_name=Putative RNA methyltransferase-domain containing protein
gene_10744		product_name=hemagglutinin protein
gene_10783		product_name=hypothetical protein
gene_10121		product_name=hypothetical protein
gene_10424		product_name=putative dehydrogenase
gene_11280		product_name=Major facilitator superfamily domain-containing protein
gene_10822		product_name=Glycosyltransferase family 20-domain containing protein
gene_11264		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_10914		product_name=ABC1 family-domain containing protein
gene_10878		product_name=Protein of unknown function (DUF3176)-domain containing protein
gene_10053		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_11249		product_name=hypothetical protein
gene_10140		product_name=Ribonuclease/ribotoxin
gene_10741		product_name=hypothetical protein
gene_10362		product_name=Chitin synthase III catalytic subunit
gene_11226		product_name=woronin body major protein
gene_11426		product_name=hypothetical protein
gene_11058		product_name=hypothetical protein
gene_11217		product_name=hypothetical protein
gene_10155		product_name=Alpha/Beta hydrolase fold
gene_11162		product_name=C6 transcription factor
gene_11360		product_name=hypothetical protein
gene_11247		product_name=hypothetical protein
gene_10089		product_name=nuclease S1
gene_10915		product_name=hypothetical protein
gene_11204		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_11463		product_name=N amino acid transport system protein
gene_11471		product_name=Saccharopine dehydrogenase-domain containing protein
gene_10870		product_name=hypothetical protein
gene_11112		product_name=40S ribosomal protein S27
gene_11232		product_name=hypothetical protein
gene_11310		product_name=hypothetical protein
gene_11211		product_name=hypothetical protein
gene_11285		product_name=Domain of unknown function (DUF3328)-domain containing protein
gene_10062		product_name=dehydrogenase with different specificitie
gene_10801		product_name=hypothetical protein
gene_10044		product_name=hypothetical protein
gene_11443		product_name=sorbitol dehydrogenase
gene_11274		product_name=hypothetical protein
gene_10060		product_name=O-methyltransferase-domain containing protein
gene_10345		product_name=RHD3/Sey1
gene_11043		product_name=hypothetical protein
gene_10056		product_name=renal dipeptidase
gene_11200		product_name=hypothetical protein
gene_10029		product_name=oligopeptide transporter
gene_10928		product_name=Protein of unknown function (DUF3433)-domain containing protein
gene_11352		product_name=ceramide glucosyltransferase
gene_11331		product_name=clock controled protein (Ccg-8)
gene_11453		product_name=hypothetical protein
gene_10426		product_name=Ankyrin repeat-containing domain protein
gene_11140		product_name=Fungal specific transcription factor domain-domain containing protein
gene_11344		product_name=MFS allantoate transporter
gene_11411		product_name=Pyridoxal phosphate-dependent transferase
gene_11439		product_name=Fungal specific transcription factor domain-domain containing protein
gene_11250		product_name=hypothetical protein
gene_11168		product_name=Catalase-like domain-containing protein
gene_11256		product_name=cortactin-binding protein
gene_11189		product_name=hypothetical protein
gene_10112		product_name=amino acid transporter
gene_10255		product_name=phosphoribosyl transferase domain protein
gene_10666		product_name=General substrate transporter
gene_10676		product_name=Fungal specific transcription factor domain-domain containing protein
gene_10967		product_name=hypothetical protein
gene_11069		product_name=Domain of unknown function (DUF1793)-domain containing protein
gene_11193		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_11474		product_name=dynamin family GTPase
gene_10048		product_name=aminotransferase GliI
gene_10063		product_name=hypothetical protein
gene_10106		product_name=Protein kinase-like domain-containing protein
gene_10178		product_name=hypothetical protein
gene_10400		product_name=hypothetical protein
gene_10401		product_name=putative HLH transcription factor
gene_10409		product_name=hypothetical protein
gene_10524		product_name=hypothetical protein
gene_10649		product_name=F-box domain protein
gene_10748		product_name=Rad51-domain containing protein
gene_10777		product_name=hypothetical protein
gene_10836		product_name=serum paraoxonase/arylesterase family protein
gene_10902		product_name=RNA polymerase II transcription mediator
gene_11024		product_name=hypothetical protein
gene_11031		product_name=hypothetical protein
gene_11032		product_name=expressed protein
gene_11041		product_name=hypothetical protein
gene_11042		product_name=hypothetical protein
gene_11071		product_name=hypothetical protein
gene_11184		product_name=Prokaryotic phospholipase A2-domain containing protein
gene_11198		product_name=expressed protein
gene_11318		product_name=hypothetical protein
gene_11377		product_name=Alpha/Beta hydrolase fold
gene_11379		product_name=hypothetical protein
gene_11398		product_name=mitotic spindle checkpoint component mad2
gene_11400		product_name=hypothetical protein
gene_10020		product_name=expressed protein
gene_10024		product_name=secretory phospholipase A2
gene_10047		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_10066		product_name=dehydrogenase with different specificitie
gene_10079		product_name=Tannase/feruloyl esterase
gene_10131		product_name=hypothetical protein
gene_10154		product_name=Heterokaryon incompatibility protein (HET)-domain containing protein
gene_10169		product_name=putative pyranose 2-oxidase
gene_10181		product_name=putative cytochrome P450
gene_10199		product_name=Heterokaryon incompatibility protein (HET)-domain containing protein
gene_10210		product_name=hypothetical protein
gene_10223		product_name=expressed protein
gene_10224		product_name=expressed protein
gene_10241		product_name=putative transmembrane protein
gene_10286		product_name=expressed protein
gene_10312		product_name=carnitine acetyl transferase
gene_10313		product_name=DNA damage-responsive repressor GIS1/RPH1%2C jumonji superfamily
gene_10348		product_name=nucleoside phosphatase
gene_10378		product_name=Cyclin-domain containing protein
gene_10381		product_name=expressed protein
gene_10382		product_name=Protein kinase-like domain-containing protein
gene_10391		product_name=Mitochondrial outer membrane translocase complex%2C subunit Tom22
gene_10411		product_name=hypothetical protein
gene_10448		product_name=elongation factor 1 beta/delta chain
gene_10452		product_name=putative 3-ketosphinganine reductase
gene_10477		product_name=Metallo-dependent phosphatase-like protein
gene_10478		product_name=hypothetical protein
